id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,poster
tt0075488,Movie,CHIPS,,,,"October 13, 2021",2017,R,101 min,"Action, Adventure, Comedy",Ponch and Jon are together again in this hilarious update of the popular TV series that follows a mismatched pair of motorcycle cops.,https://m.media-amazon.com/images/M/MV5BZTc1OWFiMTYtNDE1ZC00M2FjLWIzMjAtNDUxYTk1ZDcyMWUzXkEyXkFqcGdeQXVyMzI2MDEwNA@@._V1_.jpg
tt1176957,Movie,In the Crease,,,,"October 13, 2021",2020,,,Sports,Post-game analysis and highlight show airing each night throughout the NHL season from Barry Melrose and Linda Cohn.,https://m.media-amazon.com/images/M/MV5BMTkxMjYzNTgwNl5BMl5BanBnXkFtZTcwNzQ0NTU5Mw@@._V1_.jpg
tt2401814,Movie,The Loneliest Whale: The Search for 52,,,,"October 12, 2021",2021,PG,97 min,Documentaries,"A cinematic quest to find the “52 Hertz Whale.” As the film embarks on its engrossing journey, we uncover what this whale’s lonely plight teaches us not only about our relationship to the ocean, but to each other.",https://m.media-amazon.com/images/M/MV5BZmE1M2Q5MTUtMjY5ZS00OTNjLTkzY2QtMTljYTU1YjdlODk2XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_.jpg
tt11464016,Movie,Gunda,,,,"October 11, 2021",2020,G,93 min,Documentaries,"Experiential cinema in its purest form, GUNDA is a transcendent and masterfully intimate chronicle of a mother pig, a flock of chickens, and a herd of cows.",https://m.media-amazon.com/images/M/MV5BMzYwMzNjYWMtMzQ2MS00OGViLWI1NGItNDk1MWMxYWQ5ZDQ2XkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_.jpg
tt1583421,Movie,G.I. Joe: Retaliation,,,,"October 10, 2021",2013,PG-13,105 min,"Action, Adventure",The Greatest American Heroes are back to face COBRA in a new adventure.,https://m.media-amazon.com/images/M/MV5BNzk5ODM0OTQ0N15BMl5BanBnXkFtZTcwODg2ODE4OA@@._V1_.jpg
tt13067292,Movie,Rogue Hostage,,,,"October 10, 2021",2021,,94 min,"Action, Thriller",Child Protective Services officer and former Marine Kyle Snowden must save an immigrant child from a dangerous criminal who has trapped them and other hostages inside a neighborhood store owned by Kyle’s controversial stepfather Congressman Sam Nelson.,https://m.media-amazon.com/images/M/MV5BZWU1MDYxNTktYzQzNC00NzE4LThiMmQtNzBiOTRkNDMxOGQwXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_.jpg
tt12287748,Movie,Yashahime: Princess Half-Demon,,,Japan,"October 9, 2021",2020,2 Seasons,,Anime,"Long-lost twins Towa and Setsuna reunite after ten years to discover that they are the half-demon daughters of the great demon Sesshomaru. Joined by Moroha, the daughter of Inuyasha, the three set out on a journey to regain their missing past.",https://m.media-amazon.com/images/M/MV5BNjBhYzkzMWYtZWVjNC00OWI0LThhYmEtNWQwY2IzYzQyODY4XkEyXkFqcGdeQXVyMzExMzk5MTQ@._V1_.jpg
tt11514252,Movie,Jacinta,,,,"October 8, 2021",2021,TV-MA,105 min,Documentaries,"An intimate portrait of mothers and daughters and the effects of trauma, Jacinta follows a young woman in and out of prison as she attempts to break free from an inherited cycle of addiction, incarceration, and crime.",https://m.media-amazon.com/images/M/MV5BNjBhOTgzOGUtNWNkOS00ZDc3LTk3MjMtNGM3MWRmODM1MzBhXkEyXkFqcGdeQXVyNDc1NDI2NjM@._V1_.jpg
tt12729982,Movie,FIFA World Cup 2022 Qualifying,,,,"October 7, 2021",2019,,,Sports,Match coverage from the qualifiers for the FIFA 2022 World Cup.,https://m.media-amazon.com/images/M/MV5BYjc2NzMwMWQtMmNhOS00M2MzLTg5YTItNGQxYzRhYzExZTM1XkEyXkFqcGdeQXVyNzEzNjU1NDg@._V1_.jpg
tt14157338,Movie,BELLATOR MMA 257: Nemkov vs. Davis 2 (R),,,,"October 6, 2021",2021,,,Sports,"BELLATOR champ Vadim Nemkov, Phil Davis, Corey Anderson in action. REPLAY",https://m.media-amazon.com/images/M/MV5BOWYzNTdiZmYtNDJkYy00M2NiLWExZWQtOTA3MjdhYWFlMzVkXkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_.jpg
tt3858484,Movie,BELLATOR MMA: Davis vs. Nemkov,,,,"October 6, 2021",2018,,,Sports,Former BELLATOR MMA champion Phil Davis faces Russia's Vadim Nemkov.,https://m.media-amazon.com/images/M/MV5BNmVmNWM2MTktODU5Mi00ODcxLWI4NmItNDEyMWU2YWIyNDk3XkEyXkFqcGdeQXVyODg1MTc3MTM@._V1_.jpg
tt1459468,Movie,The Hills Presents: Speidi's Wedding Unveiled,,,,"October 5, 2021",2009,TV-PG,,"Reality, Teen","The new Mr. and Mrs. Pratt present candid interviews with the cast of Hills, exclusive footage you never saw on the show, a glimpse at the media frenzy surrounding the wedding of the year, and an interview with Kristin Cavallari",
tt3471098,Movie,Maggie's Plan,,,,"October 4, 2021",2015,R,99 min,"Comedy, Drama, Romance","A young woman (Gerwig) set on having a child, catapults herself into a love triangle with an academic (Hawke) & his eccentric wife (Moore).",https://m.media-amazon.com/images/M/MV5BYzk1MDI1OWUtZjcxZi00ODFkLWJkZmEtYzRhYWQwMDA2MmQ5XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg
tt0107889,Movie,The Program,,,,"October 4, 2021",1993,R,112 min,"Action, Adventure, Drama",An action-packed story about a group of Top 10 college football athletes.,https://m.media-amazon.com/images/M/MV5BZDZlODQ3MjctMTZhNi00OTk0LWJmYWUtZmVlNTY2YzFlNTY0XkEyXkFqcGdeQXVyMDgyNjA5MA@@._V1_.jpg
tt0250797,Movie,Unfaithful,,,,"October 4, 2021",2002,R,124 min,"Drama, Romance, Thriller",Diane Lane earned a 2002 Best Actress Oscar(R) nomination for her role as a housewife who gets blown into a whirlwind affair.,https://m.media-amazon.com/images/M/MV5BNWRkOTdjMjktZTViMy00ZTgyLTg3NzktODdiZDk1YTExOGFhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
tt4538916,Movie,Finding Your Feet,,,United Kingdom,"October 3, 2021",2017,PG-13,112 min,"Comedy, Drama, Romance","On the eve of retirement, a middle-class snob discovers her husband has been having an affair, and is forced to live with her bohemian sister on an impoverished inner-city estate.",https://m.media-amazon.com/images/M/MV5BMTk1MzE5MDMxOF5BMl5BanBnXkFtZTgwODg5NjY4NDM@._V1_.jpg
tt20961254,Movie,Pacific Airshow,,,,"October 3, 2021",2021,,,Documentaries,"Pacific Airshow is not just an Airshow. It’s a global spectacle-scale event that celebrates the love, patriotism and awe-inspiring feats of aviation with the enticing thrill of sports, entertainment, art and technology - backed by Southern California’s most iconic beachfront destination. This year’s Pacific Airshow will be headlined by the U.S. Navy Blue Angels celebrating their 75th Anniversary tour and flying their new F/A-18 Super Hornets. The Blue Angels will be joined by the Canadian Forces Snowbirds celebrating their 50th anniversary season, the U.S. Air Force F-35A Lightning II Demo Team led by Major Kristin “BEO” Wolfe, U.S. Navy Growler Legacy Flight demonstration team featuring two EA-18Gs, a variant of the F/A-18 F Super Hornet, the U.S. Marine Corps MV-22 Osprey Demo Team, the U.S. Army Golden Knights parachute demonstration team, world-class civilian aerobatic performers and many more.",
tt18460918,Movie,College Swimming & Diving,,,,"October 2, 2021",2005,,,Sports,Action from college swimming & diving events.,
tt22620972,Movie,Men's College Hockey,,,,"October 2, 2021",2000,,,Sports,Action from NCAA men's college hockey.,
tt0212720,Movie,A.I.: Artificial Intelligence,,,,"October 1, 2021",2001,PG-13,145 min,"Adventure, Drama, Science Fiction","In a future world of scientific advances, humans share their lives with sophisticated companion robots. But when an advanced prototype robot child is programmed to show unconditional love, his human family isn't prepared for it.",https://m.media-amazon.com/images/M/MV5BNWU2NzEyMDYtM2MyOS00OGM3LWFkNzAtMzRiNzE2ZjU5ZTljXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg
tt0118571,Movie,Air Force One,,,,"October 1, 2021",1997,R,125 min,"Action, Adventure, Horror",Harrison Ford and Gary Oldman star in Wolfgang Petersen's thriller about the hijacking of Air Force One with the First Family on board.,https://m.media-amazon.com/images/M/MV5BZmNiNTQ5ZjMtOThjYS00NDc2LWFlMWMtZTM5OTA1NjRmMGM4XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
tt0248667,Movie,Ali,,,,"October 1, 2021",2001,R,157 min,"Black Stories, Drama, History","A pivotal decade in the life of heavyweight boxing legend Muhammad Ali - his rise to the top of the sport, his refusal to go to Vietnam, and his comeback fights with Foreman and Frazier.",https://m.media-amazon.com/images/M/MV5BZjA3OTUxNTktN2FlNC00NGUyLWI1NDktY2FlZTc5MDlmOGFhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
tt15846906,Movie,Blippi's Spooky Spell Halloween,,,,"October 1, 2021",2021,TV-Y,41 min,Kids,"Get ready for a spooky halloween with Blippi! Learn all about fun halloween decorations, visit a candy store for the best sweet and spooky treats, learn how to make a Jack-O-Lantern, and so much more.","https://m.media-amazon.com/images/M/MV5BYzkwYWFiYTEtNGIzMi00YzIyLTkxN2YtOTU0NTlhZTUyZjUzXkEyXkFqcGdeQXVyMjg0MzI4Mzk@._V1_QL75_UY207_CR34,0,140,207_.jpg"
tt0068309,Movie,Boxcar Bertha,,,,"October 1, 2021",1972,R,89 min,"Crime, Drama","Set in the Depression era of the 1930s, a young woman and three men rob trains and plan a kidnapping. The men are caught and the young woman becomes a prostitute. Based on ""Sister of the Road"" by Boxcar Bertha Thomson.",https://m.media-amazon.com/images/M/MV5BMjA0NzczOTMwMV5BMl5BanBnXkFtZTcwNDY4MzcyNA@@._V1_.jpg
tt1477837,Movie,Cedar Rapids,,,,"October 1, 2021",2011,R,87 min,Comedy,"A weekend insurance convention proves to be a hotbed of sex, booze and buffoonery for a naive young man in this comedy.",https://m.media-amazon.com/images/M/MV5BNDUwMjQ3MzQwM15BMl5BanBnXkFtZTcwMDAzNjUyNA@@._V1_.jpg
tt0323572,Movie,Chasing Papi,,,,"October 1, 2021",2003,PG,80 min,"Comedy, Drama, Romance",A Latino Casanova courts three Hispanic women in three different cities...until they find out about one another in this comedy.,https://m.media-amazon.com/images/M/MV5BMTc4NTIxMTYwNF5BMl5BanBnXkFtZTYwOTEzNTk5._V1_.jpg
tt0085346,Movie,Class,,,,"October 1, 2021",1983,R,99 min,"Comedy, Drama","Complications arise when a lucky, lustful prep school teen gets a chance to lose his innocence to an older woman.",https://m.media-amazon.com/images/M/MV5BMTczNWE4ODgtZTE5MC00NWMyLTkwY2EtNzhjODM3OTFhYTNmXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
tt0109447,Movie,Clifford,,,,"October 1, 2021",1994,PG,90 min,"Comedy, Family, Kids",Martin Short is hilarious as a bratty 10-year-old kid who wreaks havoc while visiting his hapless uncle Charles Grodin in this comedy.,https://m.media-amazon.com/images/M/MV5BODk1OWE4YzYtNjE1OS00N2IzLTliZTMtZTY1NGU4MTE1ZmUzXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg
tt0157472,Movie,Clockstoppers,,,,"October 1, 2021",2002,PG,94 min,"Action, Adventure, Comedy",High-school teen Jesse Bradford tries out his scientist dad's new invention: a watch that can freeze time.,https://m.media-amazon.com/images/M/MV5BNmUxMWRjNzctMTcyYi00OTQxLTgzZjAtZjcwMDc5ZGVhNjBiXkEyXkFqcGdeQXVyMTA1OTAyOTI@._V1_.jpg
tt0345061,Movie,Code 46,,,,"October 1, 2021",2004,R,93 min,"Drama, Romance, Science Fiction",Tim Robbins is an investigator in a dystopian future whose attraction to a mysterious woman lands him on the wrong side of the law.,https://m.media-amazon.com/images/M/MV5BMTgwMzU4OTk0NF5BMl5BanBnXkFtZTYwMjg5MzI3._V1_.jpg
tt0112740,Movie,Crimson Tide,,,,"October 1, 2021",1995,R,116 min,"Drama, Horror, Thriller",Gene Hackman and Denzel Washington star as a submarine commander and his top lieutenant who wind up in a standoff during a nuclear crisis.,https://m.media-amazon.com/images/M/MV5BMmFkY2IxNTAtMWRiNS00MWU2LWI1NDYtY2YxYTQyYTk5OTBhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg
tt22416012,Movie,Date Night Extended Version,,,,"October 1, 2021",2010,PG-13,102 min,"Action, Adventure, Comedy",Steve Carell and Tina Fey are a couple whose wild night out injects some much-needed spark – and some serious danger – into their marriage.,
tt0092842,Movie,Dead of Winter,,,,"October 1, 2021",1987,R,101 min,"Horror, Thriller",An out-of-work actress is lured to an isolated house for an audition that takes a horrifying twist in this horror thriller.,https://m.media-amazon.com/images/M/MV5BMmFmNDk1NWItNTRiNC00ZDQ0LWI3NzQtYTYyYTU1NmExMTg5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
tt1650043,Movie,Diary of a Wimpy Kid: Rodrick Rules,,,,"October 1, 2021",2011,PG,100 min,"Comedy, Family, Kids",Young underdog Greg Heffley is back for torment at the hands of his brother Rodrick and more in this second hilarious flick in the series.,https://m.media-amazon.com/images/M/MV5BMTcxNDYwOTEzMl5BMl5BanBnXkFtZTcwOTA3MzY3NA@@._V1_.jpg
tt0106763,Movie,"Double, Double, Toil and Trouble",,,,"October 1, 2021",1993,,97 min,"Adventure, Family, Kids","Determined twins (Mary-Kate Olsen, Ashley Olsen) try to trick an evil aunt (Cloris Leachman) out of a magic moonstone and save their family home.",https://m.media-amazon.com/images/M/MV5BMTYzNTMxMjY0NV5BMl5BanBnXkFtZTYwNjI5ODA5._V1_.jpg
tt0055928,Movie,Dr. No,,,United Kingdom,"October 1, 2021",1962,PG,110 min,"Action, Adventure","On a mission in Jamaica, ultra-suave Agent 007 finds mad scientist Dr. No concocting a plot to derail the U.S. space program and take over the world.",https://m.media-amazon.com/images/M/MV5BNWNjNGU5ZjUtMzc0MC00MWY5LTkxMGUtMjcxZmM2MDYzYzQ4XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
tt3006472,Movie,Edge of the World,,,,"October 1, 2021",2021,,104 min,"Adventure, Drama, History","The true story of British adventurer Sir James Brooke, who fought pirates, slavers and headhunters to rule a jungle kingdom larger than England in 1840's Borneo.",https://m.media-amazon.com/images/M/MV5BZjA1ODMxYWUtNTQ2Yy00ODE0LThlZTMtNjFhMmQ4YjQyYjU2XkEyXkFqcGdeQXVyODA4MzMxNTg@._V1_.jpg
tt0079116,Movie,Escape from Alcatraz,,,United States,"October 1, 2021",1979,PG,112 min,"Action, Crime, Drama",Based on true events! A hardened convict engineers an elaborate plan to escape infamous Alcatraz Prison - a feat nobody had successfully accomplished before. Directed by Don Siegel (Dirty Harry).,https://m.media-amazon.com/images/M/MV5BMzI0NTIzM2QtZDBkZC00N2JjLWI5OGMtMzg2YjFjODI2ZTkwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
tt0204313,Movie,Exorcist: The Beginning,,,,"October 1, 2021",2004,R,113 min,Horror,Prequel. Exorcist: The Beginning traces the story of Father Merrin back to his first encounter with the Devil during his missionary work in Africa.,https://m.media-amazon.com/images/M/MV5BMjI0NzY1MzQ0MV5BMl5BanBnXkFtZTcwOTM1MTEzMw@@._V1_.jpg
tt0099582,Movie,Flatliners,,,,"October 1, 2021",1990,R,114 min,"Drama, Horror, Science Fiction","Julia Roberts, Kiefer Sutherland and Kevin Bacon star in this ""edge of your seat"" thriller as medical students who push themselves to the boundaries of life itself and touch the face of death. This offbeat drama is directed by Joel Schumacher.",https://m.media-amazon.com/images/M/MV5BMTc3MDE3NTM3Ml5BMl5BanBnXkFtZTgwNzgwNTg4NjE@._V1_.jpg
tt0057076,Movie,From Russia With Love,,,United Kingdom,"October 1, 2021",1964,PG,115 min,"Action, Adventure, Classics",Bond is back and he's paying the price for his previous adventure when SPECTRE lured him into a deadly trap to avenge the death of Dr. No. Will Bond's mission to find a Russian coding machine be his last?,https://m.media-amazon.com/images/M/MV5BMDU5ZWMxZjctZWNjNi00OGYxLWI0MDEtZmJhYTJkMmEyMTIyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
tt0113189,Movie,GoldenEye,,,"United Kingdom, United States","October 1, 2021",1995,PG-13,130 min,"Action, Adventure, Thriller","Bond is thrown right into the action before the title song with an eye-opening cliff dive onto a plane. Sporting his signature debonair attitude and pricey gadgets, Bond investigates the destruction of a Russian satellite base.",https://m.media-amazon.com/images/M/MV5BMzk2OTg4MTk1NF5BMl5BanBnXkFtZTcwNjExNTgzNA@@._V1_.jpg
tt0058150,Movie,Goldfinger,,,United Kingdom,"October 1, 2021",1965,PG,110 min,"Action, Adventure, Classics","007 is pitted against Auric Goldfinger, who plots to render the gold supply at Fort Knox worthless with radioactivity, thereby increasing tenfold the value of his own gold supply to make him the richest, most powerful man on Earth.",https://m.media-amazon.com/images/M/MV5BMTQ2MzE0OTU3NV5BMl5BanBnXkFtZTcwNjQxNTgzNA@@._V1_.jpg
tt0366548,Movie,Happy Feet,,,,"October 1, 2021",2006,TV-PG,101 min,"Action, Adventure, Comedy",An emperor penguin expresses himself through tap-dancing.,https://m.media-amazon.com/images/M/MV5BZWU2NDkxYjktNWVlMS00MTM4LWJjMDAtOWYxZjJkZWFhYzAxXkEyXkFqcGdeQXVyMTA1NjE5MTAz._V1_.jpg
tt1402488,Movie,Happy Feet Two,,,,"October 1, 2021",2011,PG,100 min,"Adventure, Comedy, Family",Tap-dancing penguin Mumble is now a daddy...and he's got an equally unique (and talented) son to help in this fun-filled family sequel.,https://m.media-amazon.com/images/M/MV5BMTg1MzU2Nzg2OV5BMl5BanBnXkFtZTcwNzE3MzAxNg@@._V1_.jpg
tt7316998,Movie,House of Games,,,,"October 1, 2021",1987,R,102 min,Thriller,"An uptight female psychiatrist (and best-selling author) attempts to intercede with a con man on behalf of one of her patients, a compulsive gambler who owes him several thousand dollars.",https://m.media-amazon.com/images/M/MV5BMmYzNzQ5ZjMtMTQyNC00YzlkLTk4MzAtZmVmOTAxY2U4ZGE0XkEyXkFqcGdeQXVyMTMxODA5ODYx._V1_.jpg
tt0110146,Movie,Intersection,,,,"October 1, 2021",1994,R,99 min,"Drama, Romance","In the wake of a terrible car wreck, award-winning architect Vincent Eastman sees his life in flashbacks, recalling his separation from his beautiful but aloof wife and his affair with a joyful and passionate journalist.",https://m.media-amazon.com/images/M/MV5BMjIxNTdhOGItYjg5NS00ZTRkLTlhMDYtMTBjYTA4YzVmMGQwXkEyXkFqcGdeQXVyNjYyMTYxMzk@._V1_.jpg
tt0087617,Movie,License to Kill,,,"United Kingdom, Mexico, United States","October 1, 2021",1989,PG-13,133 min,"Action, Adventure","This 16th James Bond outing finds Agent 007 defying his superiors and operating without his infamous “license to kill” when he takes revenge upon a Colombian drug kingpin, after the guy maims Bond’s best friend/former CIA agent and kills his new bride.",https://m.media-amazon.com/images/M/MV5BNWJmZTgxZmQtNmEzMS00NDdiLTg2ZDgtNzdjNGYxNmI4MmQ1XkEyXkFqcGdeQXVyMjI4OTg3MTc@._V1_.jpg
tt0172726,Movie,Light It Up,,,,"October 1, 2021",1999,R,99 min,"Black Stories, Drama, LGBTQ+","The topical story of a group of high school students who form a protest when they become fed up with their school's poor conditions. After a shot is accidentally fired and a police officer is wounded, the resulting stand-off results in a media frenzy that pits the dirt-digging media against the well-intentioned students.",https://m.media-amazon.com/images/M/MV5BMzMzNjgzNzcwOV5BMl5BanBnXkFtZTYwMDE1ODg2._V1_.jpg
tt5232792,Movie,Lost In Space,,,United States,"October 1, 2021",1998,PG-13,130 min,"Action, Adventure, Science Fiction","A family of space colonists, their pilot and a diabolical stowaway scientist become hopelessly lost beyond the galaxy when their mission is sabotaged.",https://m.media-amazon.com/images/M/MV5BZTY5YjQwYmEtOWJiNy00NDBmLTgxM2YtMmVkMmI0NzE1N2FjXkEyXkFqcGdeQXVyMjg1NDcxNDE@._V1_.jpg
tt1392190,Movie,Mad Max,,,,"October 1, 2021",1979,R,93 min,"Action, Adventure, Science Fiction",A chilling drama that combines a futuristic plot with high speed car and motorcycle action. A strange apocalyptic death game between nomadic bikers and a handful of cops.,https://m.media-amazon.com/images/M/MV5BN2EwM2I5OWMtMGQyMi00Zjg1LWJkNTctZTdjYTA4OGUwZjMyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg
tt0100087,Movie,Madhouse,,,,"October 1, 2021",2004,,91 min,"Horror, Thriller","When a staff nurse is murdered at a notorious insane asylum, Clark Stevens, a new psychiatry intern, starts digging for answers and soon realizes that there is something very wrong with the people at the asylum, and it's not just the patients.",https://m.media-amazon.com/images/M/MV5BZGQ1Yjk2OWQtNzBmOC00NzQ1LWIwOTEtNjI0MzkyNzUyNjQzXkEyXkFqcGdeQXVyNzQ1NjgzOTA@._V1_.jpg
tt1790864,Movie,Maze,,,"Ireland, United Kingdom, Germany, Sweden","October 1, 2021",2017,93 min,,"Action, Adventure, Crime","Based on the incredible true story of the 1983 mass break-out of 38 IRA prisoners from the HMP Maze high security prison, one prisoner engineers the largest European prison escape since World War II.",https://m.media-amazon.com/images/M/MV5BMjUyNTA3MTAyM15BMl5BanBnXkFtZTgwOTEyMTkyMjE@._V1_.jpg
tt0119738,Movie,My Best Friend's Wedding,,,United States,"October 1, 2021",1997,PG-13,105 min,"Comedy, Romance","When a successful food critic learns that her former boyfriend/best friend is getting married, she stops at nothing to clench her own happiness. Stars Julia Roberts, Dermot Mulroney and Cameron Diaz.",https://m.media-amazon.com/images/M/MV5BY2I4OGQ5ODAtY2Q4YS00YWMwLWFjYzYtMjBhODFjNTNkYzAxXkEyXkFqcGdeQXVyNjYyMTYxMzk@._V1_.jpg
